Matrix_1,Matrix_2,Matrix_3,Matrix_4,Matrix_5,Matrix_6,Matrix_7,Matrix_8,Matrix_9,Matrix_10,Matrix_11,Matrix_12,Matrix_13,Matrix_14
352,-73.8285714285714,-28.6285714285714,352,208,9,209,352,0,0,352,0,0,0
353,-85,-28.6285714285714,353,209,9,10,353,1,0,353,0,0,0
354,-2.26666666666667,-26.988898517242,354,209,10,210,354,0,0,354,0,0,0
355,-4.53333333333333,-28.3315792510005,355,210,10,11,355,0,0,355,0,0,0
356,-6.8,-33.4,356,210,11,211,356,0,0,356,0,0,0
357,-17.9714285714286,-33.4,357,212,201,202,357,0,0,357,0,0,0
358,-29.1428571428571,-33.4,358,212,202,213,358,0,0,358,0,0,0
359,-40.3142857142857,-33.4,359,213,202,203,359,0,0,359,0,0,0
360,-51.4857142857143,-33.4,360,213,203,214,360,0,0,360,0,0,0
361,-62.6571428571429,-33.4,361,214,203,204,361,0,0,361,0,0,0
362,-73.8285714285714,-33.4,362,214,204,215,362,0,0,362,0,0,0
363,-85,-33.4,363,215,204,205,363,1,0,363,0,0,0
364,-6.8,-41.7,364,215,205,216,364,0,0,364,0,0,0
365,-17.9714285714286,-41.7,365,216,205,206,365,0,0,365,0,0,0
366,-29.1428571428571,-41.7,366,216,206,217,366,0,0,366,0,0,0
367,-40.3142857142857,-41.7,367,217,206,207,367,0,0,367,0,0,0
368,-51.4857142857143,-41.7,368,217,207,218,368,0,0,368,0,0,0
369,-62.6571428571429,-41.7,369,218,207,208,369,0,0,369,0,0,0
370,-73.8285714285714,-41.7,370,218,208,219,370,0,0,370,0,0,0
371,-85,-41.7,371,219,208,209,371,1,0,371,0,0,0
372,-6.8,-50,372,219,209,220,372,0,0,372,0,0,0
373,-17.9714285714286,-50,373,220,209,210,373,0,0,373,0,0,0
374,-29.1428571428571,-50,374,220,210,221,374,0,0,374,0,0,0
375,-40.3142857142857,-50,375,221,210,211,375,0,0,375,0,0,0
376,-51.4857142857143,-50,376,221,211,222,376,0,0,376,0,0,0
377,-62.6571428571429,-50,377,223,212,213,377,0,0,377,0,0,0
378,-73.8285714285714,-50,378,223,213,224,378,0,0,378,0,0,0
379,-85,-50,379,224,213,214,379,1,0,379,0,0,0
0,0,0,380,224,214,225,0,0,0,0,0,0,0
0,0,0,381,225,214,215,0,0,0,0,0,0,0
0,0,0,382,225,215,226,0,0,0,0,0,0,0
0,0,0,383,226,215,216,0,0,0,0,0,0,0
0,0,0,384,226,216,227,0,0,0,0,0,0,0
0,0,0,385,227,216,217,0,0,0,0,0,0,0
0,0,0,386,227,217,228,0,0,0,0,0,0,0
0,0,0,387,228,217,218,0,0,0,0,0,0,0
0,0,0,388,228,218,229,0,0,0,0,0,0,0
0,0,0,389,229,218,219,0,0,0,0,0,0,0
0,0,0,390,229,219,230,0,0,0,0,0,0,0
0,0,0,391,230,219,220,0,0,0,0,0,0,0
0,0,0,392,230,220,231,0,0,0,0,0,0,0
0,0,0,393,231,220,221,0,0,0,0,0,0,0
0,0,0,394,231,221,232,0,0,0,0,0,0,0
0,0,0,395,232,221,222,0,0,0,0,0,0,0
0,0,0,396,232,222,233,0,0,0,0,0,0,0
0,0,0,397,234,223,224,0,0,0,0,0,0,0
0,0,0,398,234,224,235,0,0,0,0,0,0,0
0,0,0,399,235,224,225,0,0,0,0,0,0,0
0,0,0,400,235,225,236,0,0,0,0,0,0,0
0,0,0,401,236,225,226,0,0,0,0,0,0,0
0,0,0,402,236,226,237,0,0,0,0,0,0,0
0,0,0,403,237,226,227,0,0,0,0,0,0,0
0,0,0,404,237,227,238,0,0,0,0,0,0,0
0,0,0,405,238,227,228,0,0,0,0,0,0,0
0,0,0,406,238,228,239,0,0,0,0,0,0,0
0,0,0,407,239,228,229,0,0,0,0,0,0,0
0,0,0,408,239,229,240,0,0,0,0,0,0,0
0,0,0,409,240,229,230,0,0,0,0,0,0,0
0,0,0,410,240,230,241,0,0,0,0,0,0,0
0,0,0,411,241,230,231,0,0,0,0,0,0,0
0,0,0,412,241,231,242,0,0,0,0,0,0,0
0,0,0,413,242,231,232,0,0,0,0,0,0,0
0,0,0,414,242,232,243,0,0,0,0,0,0,0
0,0,0,415,243,232,233,0,0,0,0,0,0,0
0,0,0,416,243,233,244,0,0,0,0,0,0,0
0,0,0,417,245,234,235,0,0,0,0,0,0,0
0,0,0,418,245,235,246,0,0,0,0,0,0,0
0,0,0,419,246,235,236,0,0,0,0,0,0,0
0,0,0,420,246,236,247,0,0,0,0,0,0,0
0,0,0,421,247,236,237,0,0,0,0,0,0,0
0,0,0,422,247,237,248,0,0,0,0,0,0,0
0,0,0,423,248,237,238,0,0,0,0,0,0,0
0,0,0,424,248,238,249,0,0,0,0,0,0,0
0,0,0,425,249,238,239,0,0,0,0,0,0,0
0,0,0,426,249,239,250,0,0,0,0,0,0,0
0,0,0,427,250,239,240,0,0,0,0,0,0,0
0,0,0,428,250,240,251,0,0,0,0,0,0,0
0,0,0,429,251,240,241,0,0,0,0,0,0,0
0,0,0,430,251,241,252,0,0,0,0,0,0,0
0,0,0,431,252,241,242,0,0,0,0,0,0,0
0,0,0,432,252,242,253,0,0,0,0,0,0,0
0,0,0,433,253,242,243,0,0,0,0,0,0,0
0,0,0,434,253,243,254,0,0,0,0,0,0,0
0,0,0,435,254,243,244,0,0,0,0,0,0,0
0,0,0,436,254,244,255,0,0,0,0,0,0,0
0,0,0,437,256,245,246,0,0,0,0,0,0,0
0,0,0,438,256,246,257,0,0,0,0,0,0,0
0,0,0,439,257,246,247,0,0,0,0,0,0,0
0,0,0,440,257,247,258,0,0,0,0,0,0,0
0,0,0,441,258,247,248,0,0,0,0,0,0,0
0,0,0,442,258,248,259,0,0,0,0,0,0,0
0,0,0,443,259,248,249,0,0,0,0,0,0,0
0,0,0,444,259,249,260,0,0,0,0,0,0,0
0,0,0,445,260,249,250,0,0,0,0,0,0,0
0,0,0,446,260,250,261,0,0,0,0,0,0,0
0,0,0,447,261,250,251,0,0,0,0,0,0,0
0,0,0,448,261,251,262,0,0,0,0,0,0,0
0,0,0,449,262,251,252,0,0,0,0,0,0,0
0,0,0,450,262,252,263,0,0,0,0,0,0,0
0,0,0,451,263,252,253,0,0,0,0,0,0,0
0,0,0,452,263,253,264,0,0,0,0,0,0,0
0,0,0,453,264,253,254,0,0,0,0,0,0,0
0,0,0,454,264,254,265,0,0,0,0,0,0,0
0,0,0,455,265,254,255,0,0,0,0,0,0,0
0,0,0,456,265,255,266,0,0,0,0,0,0,0
0,0,0,457,267,256,257,0,0,0,0,0,0,0
0,0,0,458,267,257,268,0,0,0,0,0,0,0
0,0,0,459,268,257,258,0,0,0,0,0,0,0
0,0,0,460,268,258,269,0,0,0,0,0,0,0
0,0,0,461,269,258,259,0,0,0,0,0,0,0
0,0,0,462,269,259,270,0,0,0,0,0,0,0
0,0,0,463,270,259,260,0,0,0,0,0,0,0
0,0,0,464,270,260,271,0,0,0,0,0,0,0
0,0,0,465,271,260,261,0,0,0,0,0,0,0
0,0,0,466,271,261,272,0,0,0,0,0,0,0
0,0,0,467,272,261,262,0,0,0,0,0,0,0
0,0,0,468,272,262,273,0,0,0,0,0,0,0
0,0,0,469,273,262,263,0,0,0,0,0,0,0
0,0,0,470,273,263,274,0,0,0,0,0,0,0
0,0,0,471,274,263,264,0,0,0,0,0,0,0
0,0,0,472,274,264,275,0,0,0,0,0,0,0
0,0,0,473,275,264,265,0,0,0,0,0,0,0
0,0,0,474,275,265,276,0,0,0,0,0,0,0
0,0,0,475,276,265,266,0,0,0,0,0,0,0
0,0,0,476,276,266,277,0,0,0,0,0,0,0
0,0,0,477,278,270,271,0,0,0,0,0,0,0
0,0,0,478,278,271,279,0,0,0,0,0,0,0
0,0,0,479,279,271,272,0,0,0,0,0,0,0
0,0,0,480,279,272,280,0,0,0,0,0,0,0
0,0,0,481,280,272,273,0,0,0,0,0,0,0
0,0,0,482,280,273,281,0,0,0,0,0,0,0
0,0,0,483,281,273,274,0,0,0,0,0,0,0
0,0,0,484,281,274,282,0,0,0,0,0,0,0
0,0,0,485,282,274,275,0,0,0,0,0,0,0
0,0,0,486,282,275,283,0,0,0,0,0,0,0
0,0,0,487,283,275,276,0,0,0,0,0,0,0
0,0,0,488,283,276,284,0,0,0,0,0,0,0
0,0,0,489,284,276,277,0,0,0,0,0,0,0
0,0,0,490,284,277,285,0,0,0,0,0,0,0
0,0,0,491,286,278,279,0,0,0,0,0,0,0
0,0,0,492,286,279,287,0,0,0,0,0,0,0
0,0,0,493,287,279,280,0,0,0,0,0,0,0
0,0,0,494,287,280,288,0,0,0,0,0,0,0
0,0,0,495,288,280,281,0,0,0,0,0,0,0
0,0,0,496,288,281,289,0,0,0,0,0,0,0
0,0,0,497,289,281,282,0,0,0,0,0,0,0
0,0,0,498,289,282,290,0,0,0,0,0,0,0
0,0,0,499,290,282,283,0,0,0,0,0,0,0
0,0,0,500,290,283,291,0,0,0,0,0,0,0
0,0,0,501,291,283,284,0,0,0,0,0,0,0
0,0,0,502,291,284,292,0,0,0,0,0,0,0
0,0,0,503,292,284,285,0,0,0,0,0,0,0
0,0,0,504,292,285,293,0,0,0,0,0,0,0
0,0,0,505,105,201,1,0,0,0,0,0,0,0
0,0,0,506,294,201,105,0,0,0,0,0,0,0
0,0,0,507,106,294,105,0,0,0,0,0,0,0
0,0,0,508,295,294,106,0,0,0,0,0,0,0
0,0,0,509,107,295,106,0,0,0,0,0,0,0
0,0,0,510,296,295,107,0,0,0,0,0,0,0
0,0,0,511,108,296,107,0,0,0,0,0,0,0
0,0,0,512,297,296,108,0,0,0,0,0,0,0
0,0,0,513,109,297,108,0,0,0,0,0,0,0
0,0,0,514,298,297,109,0,0,0,0,0,0,0
0,0,0,515,110,298,109,0,0,0,0,0,0,0
0,0,0,516,299,298,110,0,0,0,0,0,0,0
0,0,0,517,111,299,110,0,0,0,0,0,0,0
0,0,0,518,300,299,111,0,0,0,0,0,0,0
0,0,0,519,112,300,111,0,0,0,0,0,0,0
0,0,0,520,301,300,112,0,0,0,0,0,0,0
0,0,0,521,113,301,112,0,0,0,0,0,0,0
0,0,0,522,302,301,113,0,0,0,0,0,0,0
0,0,0,523,114,302,113,0,0,0,0,0,0,0
0,0,0,524,303,302,114,0,0,0,0,0,0,0
0,0,0,525,294,212,201,0,0,0,0,0,0,0
0,0,0,526,304,212,294,0,0,0,0,0,0,0
0,0,0,527,295,304,294,0,0,0,0,0,0,0
0,0,0,528,305,304,295,0,0,0,0,0,0,0
0,0,0,529,296,305,295,0,0,0,0,0,0,0
0,0,0,530,306,305,296,0,0,0,0,0,0,0
0,0,0,531,297,306,296,0,0,0,0,0,0,0
0,0,0,532,307,306,297,0,0,0,0,0,0,0
0,0,0,533,298,307,297,0,0,0,0,0,0,0
0,0,0,534,308,307,298,0,0,0,0,0,0,0
0,0,0,535,299,308,298,0,0,0,0,0,0,0
0,0,0,536,309,308,299,0,0,0,0,0,0,0
0,0,0,537,300,309,299,0,0,0,0,0,0,0
0,0,0,538,310,309,300,0,0,0,0,0,0,0
0,0,0,539,301,310,300,0,0,0,0,0,0,0
0,0,0,540,311,310,301,0,0,0,0,0,0,0
0,0,0,541,302,311,301,0,0,0,0,0,0,0
0,0,0,542,312,311,302,0,0,0,0,0,0,0
0,0,0,543,303,312,302,0,0,0,0,0,0,0
0,0,0,544,313,312,303,0,0,0,0,0,0,0
0,0,0,545,304,223,212,0,0,0,0,0,0,0
0,0,0,546,314,223,304,0,0,0,0,0,0,0
0,0,0,547,305,314,304,0,0,0,0,0,0,0
0,0,0,548,315,314,305,0,0,0,0,0,0,0
0,0,0,549,306,315,305,0,0,0,0,0,0,0
0,0,0,550,316,315,306,0,0,0,0,0,0,0
0,0,0,551,307,316,306,0,0,0,0,0,0,0
0,0,0,552,317,316,307,0,0,0,0,0,0,0
0,0,0,553,308,317,307,0,0,0,0,0,0,0
0,0,0,554,318,317,308,0,0,0,0,0,0,0
0,0,0,555,309,318,308,0,0,0,0,0,0,0
0,0,0,556,319,318,309,0,0,0,0,0,0,0
0,0,0,557,310,319,309,0,0,0,0,0,0,0
0,0,0,558,320,319,310,0,0,0,0,0,0,0
0,0,0,559,311,320,310,0,0,0,0,0,0,0
0,0,0,560,321,320,311,0,0,0,0,0,0,0
0,0,0,561,312,321,311,0,0,0,0,0,0,0
0,0,0,562,322,321,312,0,0,0,0,0,0,0
0,0,0,563,313,322,312,0,0,0,0,0,0,0
0,0,0,564,323,322,313,0,0,0,0,0,0,0
0,0,0,565,314,234,223,0,0,0,0,0,0,0
0,0,0,566,324,234,314,0,0,0,0,0,0,0
0,0,0,567,315,324,314,0,0,0,0,0,0,0
0,0,0,568,325,324,315,0,0,0,0,0,0,0
0,0,0,569,316,325,315,0,0,0,0,0,0,0
0,0,0,570,326,325,316,0,0,0,0,0,0,0
0,0,0,571,317,326,316,0,0,0,0,0,0,0
0,0,0,572,327,326,317,0,0,0,0,0,0,0
0,0,0,573,318,327,317,0,0,0,0,0,0,0
0,0,0,574,328,327,318,0,0,0,0,0,0,0
0,0,0,575,319,328,318,0,0,0,0,0,0,0
0,0,0,576,329,328,319,0,0,0,0,0,0,0
0,0,0,577,320,329,319,0,0,0,0,0,0,0
0,0,0,578,330,329,320,0,0,0,0,0,0,0
0,0,0,579,321,330,320,0,0,0,0,0,0,0
0,0,0,580,331,330,321,0,0,0,0,0,0,0
0,0,0,581,322,331,321,0,0,0,0,0,0,0
0,0,0,582,332,331,322,0,0,0,0,0,0,0
0,0,0,583,323,332,322,0,0,0,0,0,0,0
0,0,0,584,333,332,323,0,0,0,0,0,0,0
0,0,0,585,324,245,234,0,0,0,0,0,0,0
0,0,0,586,334,245,324,0,0,0,0,0,0,0
0,0,0,587,325,334,324,0,0,0,0,0,0,0
0,0,0,588,335,334,325,0,0,0,0,0,0,0
0,0,0,589,326,335,325,0,0,0,0,0,0,0
0,0,0,590,336,335,326,0,0,0,0,0,0,0
0,0,0,591,327,336,326,0,0,0,0,0,0,0
0,0,0,592,337,336,327,0,0,0,0,0,0,0
0,0,0,593,328,337,327,0,0,0,0,0,0,0
0,0,0,594,338,337,328,0,0,0,0,0,0,0
0,0,0,595,329,338,328,0,0,0,0,0,0,0
0,0,0,596,339,338,329,0,0,0,0,0,0,0
0,0,0,597,330,339,329,0,0,0,0,0,0,0
0,0,0,598,340,339,330,0,0,0,0,0,0,0
0,0,0,599,331,340,330,0,0,0,0,0,0,0
0,0,0,600,341,340,331,0,0,0,0,0,0,0
0,0,0,601,332,341,331,0,0,0,0,0,0,0
0,0,0,602,342,341,332,0,0,0,0,0,0,0
0,0,0,603,333,342,332,0,0,0,0,0,0,0
0,0,0,604,343,342,333,0,0,0,0,0,0,0
0,0,0,605,334,256,245,0,0,0,0,0,0,0
0,0,0,606,344,256,334,0,0,0,0,0,0,0
0,0,0,607,335,344,334,0,0,0,0,0,0,0
0,0,0,608,345,344,335,0,0,0,0,0,0,0
0,0,0,609,336,345,335,0,0,0,0,0,0,0
0,0,0,610,346,345,336,0,0,0,0,0,0,0
0,0,0,611,337,346,336,0,0,0,0,0,0,0
0,0,0,612,347,346,337,0,0,0,0,0,0,0
0,0,0,613,338,347,337,0,0,0,0,0,0,0
0,0,0,614,348,347,338,0,0,0,0,0,0,0
0,0,0,615,339,348,338,0,0,0,0,0,0,0
0,0,0,616,349,348,339,0,0,0,0,0,0,0
0,0,0,617,340,349,339,0,0,0,0,0,0,0
0,0,0,618,350,349,340,0,0,0,0,0,0,0
0,0,0,619,341,350,340,0,0,0,0,0,0,0
0,0,0,620,351,350,341,0,0,0,0,0,0,0
0,0,0,621,342,351,341,0,0,0,0,0,0,0
0,0,0,622,352,351,342,0,0,0,0,0,0,0
0,0,0,623,343,352,342,0,0,0,0,0,0,0
0,0,0,624,353,352,343,0,0,0,0,0,0,0
0,0,0,625,344,267,256,0,0,0,0,0,0,0
0,0,0,626,354,267,344,0,0,0,0,0,0,0
0,0,0,627,345,354,344,0,0,0,0,0,0,0
0,0,0,628,355,354,345,0,0,0,0,0,0,0
0,0,0,629,346,355,345,0,0,0,0,0,0,0
0,0,0,630,356,355,346,0,0,0,0,0,0,0
0,0,0,631,347,356,346,0,0,0,0,0,0,0
0,0,0,632,357,356,347,0,0,0,0,0,0,0
0,0,0,633,348,357,347,0,0,0,0,0,0,0
0,0,0,634,358,357,348,0,0,0,0,0,0,0
0,0,0,635,349,358,348,0,0,0,0,0,0,0
0,0,0,636,359,358,349,0,0,0,0,0,0,0
0,0,0,637,350,359,349,0,0,0,0,0,0,0
0,0,0,638,360,359,350,0,0,0,0,0,0,0
0,0,0,639,351,360,350,0,0,0,0,0,0,0
0,0,0,640,361,360,351,0,0,0,0,0,0,0
0,0,0,641,352,361,351,0,0,0,0,0,0,0
0,0,0,642,362,361,352,0,0,0,0,0,0,0
0,0,0,643,353,362,352,0,0,0,0,0,0,0
0,0,0,644,363,362,353,0,0,0,0,0,0,0
0,0,0,645,357,364,356,0,0,0,0,0,0,0
0,0,0,646,365,364,357,0,0,0,0,0,0,0
0,0,0,647,358,365,357,0,0,0,0,0,0,0
0,0,0,648,366,365,358,0,0,0,0,0,0,0
0,0,0,649,359,366,358,0,0,0,0,0,0,0
0,0,0,650,367,366,359,0,0,0,0,0,0,0
0,0,0,651,360,367,359,0,0,0,0,0,0,0
0,0,0,652,368,367,360,0,0,0,0,0,0,0
0,0,0,653,361,368,360,0,0,0,0,0,0,0
0,0,0,654,369,368,361,0,0,0,0,0,0,0
0,0,0,655,362,369,361,0,0,0,0,0,0,0
0,0,0,656,370,369,362,0,0,0,0,0,0,0
0,0,0,657,363,370,362,0,0,0,0,0,0,0
0,0,0,658,371,370,363,0,0,0,0,0,0,0
0,0,0,659,365,372,364,0,0,0,0,0,0,0
0,0,0,660,373,372,365,0,0,0,0,0,0,0
0,0,0,661,366,373,365,0,0,0,0,0,0,0
0,0,0,662,374,373,366,0,0,0,0,0,0,0
0,0,0,663,367,374,366,0,0,0,0,0,0,0
0,0,0,664,375,374,367,0,0,0,0,0,0,0
0,0,0,665,368,375,367,0,0,0,0,0,0,0
0,0,0,666,376,375,368,0,0,0,0,0,0,0
0,0,0,667,369,376,368,0,0,0,0,0,0,0
0,0,0,668,377,376,369,0,0,0,0,0,0,0
0,0,0,669,370,377,369,0,0,0,0,0,0,0
0,0,0,670,378,377,370,0,0,0,0,0,0,0
0,0,0,671,371,378,370,0,0,0,0,0,0,0
0,0,0,672,379,378,371,0,0,0,0,0,0,0
